,SHEETBAR,TN,TP,TEMP,DO,TURB,COND,VEL,SS,WDP,CHLcal,SECCHI,LONGITUDE,LATITUDE,DATE,FLDNUM,LOCATCD,STRATUM,YEAR,PREDICTED_TN,PREDICTED_TP
6591,41020048,3.789,0.058,0.0,11.3,4.0,507.0,0.25,2.2,3.58,-0.5,88.0,-91.9506725151672,44.3520243495288,01/27/2011,1,1114006,1.0,2011,3.789,0.058
6592,41020049,3.874,0.064,0.3,11.4,3.0,559.0,0.23,2.4,4.24,-0.5,151.0,-91.9556266379302,44.3556709227435,01/27/2011,1,1114005,1.0,2011,3.874,0.064
6593,41020050,4.306,0.058,0.1,11.3,4.0,593.0,0.25,2.3,2.2,-0.5,152.0,-91.9601212099305,44.3498600374582,01/27/2011,1,1114017,2.0,2011,4.306,0.058
6594,41020051,4.325,0.055,0.0,11.3,3.0,594.0,0.16,1.9,2.82,-0.5,108.0,-91.9607404933996,44.3503158200862,01/27/2011,1,1114016,2.0,2011,4.325,0.055
6595,41020052,,,0.1,11.4,4.0,585.0,0.25,1.9,4.04,-0.5,133.0,-91.9607325392474,44.3507658936623,01/27/2011,1,1114082,2.0,2011,4.319128676898778,0.05592705101598251
6596,41020053,,,0.1,11.4,3.0,575.0,0.1,2.1,0.44,-0.5,61.0,-91.960676854983,44.3539164076665,01/27/2011,1,1114081,2.0,2011,3.766727944701291,0.1871955619344384
6597,41020054,4.458,0.061,0.2,11.5,4.0,581.0,0.2,2.2,1.07,-0.5,119.0,-91.9644088341624,44.3557508892852,01/27/2011,1,1114010,2.0,2011,4.458,0.061
6598,41020058,4.403,0.055,0.1,11.6,3.0,588.0,0.42,1.5,3.9,-0.5,201.0,-91.9669022228148,44.3566737608815,01/27/2011,1,1114015,2.0,2011,4.403,0.055
6599,41020059,,,0.3,11.3,4.0,582.0,0.18,1.3,2.51,-0.5,118.0,-91.9681331479206,44.3580353246335,01/27/2011,1,1114080,2.0,2011,3.989070039613204,0.06143176409036086
6600,41020060,,,0.2,10.3,3.0,597.0,0.01,0.8,0.51,-0.5,96.0,-91.9881534518075,44.3613654598785,01/27/2011,1,1114095,3.0,2011,3.2465584718708858,0.22129602108014276
6601,41020061,,,0.0,11.7,3.0,503.0,0.22,2.1,4.12,-0.5,86.0,-91.9370355781426,44.3428953257786,01/28/2011,1,1114070,2.0,2011,2.217877083626017,0.30474042325156986
6602,41020062,,,0.1,10.2,4.0,483.0,0.04,2.1,0.66,-0.5,79.0,-91.936278184946,44.3500906132508,01/28/2011,1,1114113,3.0,2011,2.1311313862010524,0.15926656115059462
6603,41020063,3.774,0.082,0.0,11.4,8.0,509.0,0.03,11.2,0.08,0.8381,46.0,-91.9438777635335,44.3461098235193,01/28/2011,1,1114035,3.0,2011,3.774,0.082
6604,41020064,4.043,0.059,0.1,11.4,3.0,523.0,0.34,2.9,3.8,-0.5,181.0,-91.9482278827548,44.3484006961961,01/28/2011,1,1114007,1.0,2011,4.043,0.059
6605,41020065,,,0.0,11.2,3.0,593.0,0.07,2.5,0.35,-0.5,59.0,-91.9564216829575,44.3462251258241,01/28/2011,1,1114083,2.0,2011,3.903121860574675,0.11006933768318553
6606,41020066,4.224,0.059,0.0,11.2,3.0,593.0,0.0,2.0,1.24,-0.5,106.0,-91.9558264467916,44.3444191002819,01/28/2011,1,1114018,2.0,2011,4.224,0.059
6607,41020067,,,0.2,10.6,3.0,595.0,0.0,1.7,0.6,-0.5,100.0,-91.9540169443906,44.3403512241925,01/28/2011,1,1114115,3.0,2011,2.2829389885601197,0.13491264202659253
6608,41020068,4.246,0.055,0.0,11.3,3.0,592.0,0.01,1.6,0.8,-0.5,78.0,-91.9472312320151,44.3339868220946,01/28/2011,1,1114026,3.0,2011,4.246,0.055
6609,41020070,,,0.0,11.7,3.0,592.0,0.15,1.9,0.92,-0.5,111.0,-91.944095906644,44.3339578795992,01/28/2011,1,1114099,3.0,2011,4.130545438256991,0.11227273535283111
6610,41020071,,,0.0,11.1,3.0,593.0,0.02,1.9,1.64,-0.5,82.0,-91.9404226725265,44.328972241357,01/28/2011,1,1114100,3.0,2011,3.7312073407395436,0.12588909842043178
6611,41020072,,,0.1,11.3,3.0,563.0,0.23,2.0,2.53,-0.5,127.0,-91.9285176972232,44.3284110312617,01/28/2011,1,1114071,2.0,2011,2.5495339092033156,0.08782857956374661
6612,41020073,4.009,0.06,0.1,11.4,3.0,557.0,0.11,2.4,2.72,-0.5,119.0,-91.9241615958123,44.3265694923096,01/28/2011,1,1114011,2.0,2011,4.009,0.06
6613,41020077,,,0.1,9.1,2.0,433.0,0.01,1.2,0.89,0.20278,102.0,-91.9283209767332,44.3392127164102,01/28/2011,1,1114062,1.0,2011,1.9340073981455115,0.1081702890211785
6614,41020078,,,0.1,11.3,3.0,518.0,0.25,2.3,2.9,-0.5,101.0,-91.9408309489666,44.3411299989991,01/28/2011,1,1114060,1.0,2011,3.0231161763146126,0.07400000000000001
6615,41020079,4.201,0.055,0.1,11.3,3.0,571.0,0.23,2.2,4.2,-0.5,139.0,-91.9458480780775,44.3411764149507,01/28/2011,1,1114008,1.0,2011,4.201,0.055
6616,41020083,,,0.1,11.3,3.0,589.0,0.22,2.0,3.07,-0.5,102.0,-91.9458803384004,44.3393761259509,01/28/2011,1,1114061,1.0,2011,3.0917359450582063,0.07612489425019846
6617,41020084,,,0.1,11.3,2.0,545.0,0.22,1.9,2.2,-0.5,133.0,-91.9383873669685,44.337506138518,01/28/2011,1,1114063,1.0,2011,3.315301535330402,0.07031847793399149
6618,41020085,2.329,0.106,2.2,2.1,2.0,411.0,0.0,2.7,2.05,13.86216,116.0,-91.9264314119436,44.3396451176562,01/28/2011,1,1114025,3.0,2011,2.329,0.106
6619,41020086,,,0.7,1.5,1.0,418.0,0.0,1.8,0.82,10.84439,126.0,-91.9288907302286,44.342369087087,01/28/2011,1,1114097,3.0,2011,1.9349940547126248,0.08322520040422474
6620,41020087,2.255,0.066,0.7,1.5,1.0,412.0,0.0,2.4,2.39,3.06172,119.0,-91.9282471781384,44.3432633428745,01/28/2011,1,1114024,3.0,2011,2.255,0.066
6621,41020088,2.316,0.081,1.5,0.9,2.0,406.0,0.0,2.4,0.33,4.17353,78.0,-91.9325883005377,44.3460048738821,01/28/2011,1,1114036,3.0,2011,2.316,0.081
6622,41020089,3.441,0.051,0.0,7.2,3.0,366.0,0.0,1.7,2.35,8.46194,137.0,-91.939911775593,44.3573267266757,01/28/2011,1,1114023,3.0,2011,3.441,0.051
6623,41020119,3.642,0.104,0.0,11.9,6.0,409.0,0.06,3.1,3.02,0.04395,71.0,-91.9650277809776,44.3797492094712,03/08/2011,1,M757.2Z,,2011,3.642,0.104
6624,41020120,3.719,0.115,0.3,11.9,5.0,432.0,,3.3,5.9,-0.5,128.0,-91.9214975954724,44.3289031412753,03/08/2011,1,M752.9Z,,2011,3.719,0.115
6625,41020121,4.678,0.127,0.6,11.8,5.0,528.0,,3.8,1.24,0.04395,124.0,-91.9253204334568,44.3276697591583,03/08/2011,1,M752.9M,,2011,4.678,0.127
6626,41020125,5.052,0.142,0.6,11.8,6.0,571.0,,3.9,8.8,0.04395,131.0,-91.9292673631072,44.32650043278,03/08/2011,1,M752.9Y,,2011,5.052,0.142
6627,41020126,1.796,0.068,0.0,11.7,5.0,163.0,,2.6,2.02,0.20278,66.0,-92.0841852655924,44.4101521483094,03/08/2011,1,CH00.1M,,2011,1.796,0.068
6628,41020127,5.388,0.139,0.3,12.1,6.0,600.0,,3.6,4.7,-0.5,133.0,-92.100457850966,44.4121000425779,03/08/2011,1,M764.3A,,2011,5.388,0.139
6629,41020128,5.116,0.141,0.1,11.6,6.0,588.0,,3.4,6.01,0.8381,88.0,-92.1340042423484,44.4232707508319,03/08/2011,1,M766.0I,,2011,5.116,0.141
6630,41020152,1.832,0.21,3.8,11.8,7.0,131.0,,6.3,3.8,1.31785,85.0,-92.0841852655924,44.4101521483094,04/07/2011,1,CH00.1M,,2011,1.832,0.21
6631,41020153,1.427,0.087,4.2,11.7,6.0,114.0,0.6,5.6,5.8,0.5726,98.0,-91.9650277809776,44.3797492094712,04/07/2011,1,M757.2Z,,2011,1.427,0.087
6632,41020154,2.942,0.138,4.8,11.3,12.0,176.0,,13.1,7.2,1.4669,72.0,-91.9214975954724,44.3289031412753,04/07/2011,1,M752.9Z,,2011,2.942,0.138
6633,41020158,6.063,0.183,5.6,10.8,15.0,498.0,,14.5,2.8,1.61595,54.0,-91.9253204334568,44.3276697591583,04/07/2011,1,M752.9M,,2011,6.063,0.183
6634,41020159,6.197,0.187,6.3,10.8,15.0,518.0,,11.9,10.1,2.6593,56.0,-91.9292673631072,44.32650043278,04/07/2011,1,M752.9Y,,2011,6.197,0.187
6635,41020160,6.289,0.189,6.3,10.8,14.0,519.0,,9.1,8.0,4.00075,61.0,-92.100457850966,44.4121000425779,04/07/2011,1,M764.3A,,2011,6.289,0.189
6636,41020161,5.981,0.179,5.9,10.9,14.0,509.0,,10.6,8.8,2.51025,53.0,-92.1340042423484,44.4232707508319,04/07/2011,1,M766.0I,,2011,5.981,0.179
6637,41020176,4.353,0.122,9.2,10.7,7.0,512.0,,7.0,9.0,12.4966,89.0,-92.1340042423484,44.4232707508319,04/18/2011,1,M766.0I,,2011,4.353,0.122
6638,41020178,3.956,0.134,8.8,10.6,7.0,520.0,,6.8,7.9,11.9004,90.0,-92.100457850966,44.4121000425779,04/18/2011,1,M764.3A,,2011,3.956,0.134
6639,41020179,2.764,0.119,8.3,11.0,8.0,458.0,,7.6,3.9,11.75135,79.0,-92.0841852655924,44.4101521483094,04/18/2011,1,CH00.1M,,2011,2.764,0.119
6640,41020180,4.007,0.125,9.0,10.8,10.0,509.0,,10.8,8.9,14.73235,77.0,-91.9292673631072,44.32650043278,04/18/2011,1,M752.9Y,,2011,4.007,0.125
6641,41020181,3.691,0.129,8.5,10.8,10.0,489.0,,12.8,3.3,15.62665,69.0,-91.9253204334568,44.3276697591583,04/18/2011,1,M752.9M,,2011,3.691,0.129
6642,41020182,1.146,0.072,7.8,10.5,6.0,256.0,,5.8,7.6,3.40455,79.0,-91.9214975954724,44.3289031412753,04/18/2011,1,M752.9Z,,2011,1.146,0.072
6643,41020183,2.754,0.105,7.8,10.3,8.0,94.0,0.63,9.3,5.8,11.9004,93.0,-91.9650277809776,44.3797492094712,04/18/2011,1,M757.2Z,,2011,2.754,0.105
6644,41020225,3.325,0.083,8.4,11.5,8.0,526.0,0.74,11.4,5.1,42.15755,78.0,-92.1053462266168,44.4127596341246,05/02/2011,1,1111004,1.0,2011,3.325,0.083
6645,41020226,,,6.8,10.6,6.0,90.0,1.09,6.0,3.1,5.19315,78.0,-92.0827969088286,44.4089796415408,05/02/2011,1,1111055,1.0,2011,1.7890000000000001,0.067
6646,41020227,3.463,0.08,8.4,11.3,7.0,550.0,0.98,10.5,9.6,43.2009,66.0,-92.0928431989643,44.4090598775182,05/02/2011,1,1111006,1.0,2011,3.463,0.08
6647,41020228,,,8.5,11.3,8.0,537.0,0.78,12.3,7.0,43.499,68.0,-92.0953270244564,44.4108801458433,05/02/2011,1,1111054,1.0,2011,3.7131307721127698,0.1456080713738412
6648,41020229,3.145,0.072,8.1,11.7,7.0,519.0,0.47,11.9,3.3,49.31195,76.0,-92.0927875351906,44.4126605691999,05/02/2011,1,1111005,1.0,2011,3.145,0.072
6649,41020233,,,7.8,12.0,7.0,520.0,0.15,11.9,3.2,49.31195,75.0,-92.0952715095572,44.4144808388456,05/02/2011,1,1111053,1.0,2011,3.433632222855472,0.11849109629886789
6650,41020234,1.076,0.071,6.7,10.4,6.0,89.0,0.07,6.2,2.7,5.0441,85.0,-92.0684054519096,44.4057121689006,05/02/2011,1,1111034,3.0,2011,1.076,0.071
6651,41020238,3.435,0.089,8.4,11.4,7.0,549.0,1.06,12.1,3.6,46.92715,71.0,-92.0628410042272,44.4002649392003,05/02/2011,1,1111013,2.0,2011,3.435,0.089
6652,41020239,,,8.4,11.4,8.0,550.0,0.55,12.3,4.1,40.07085,72.0,-92.0566064587849,44.3975127572307,05/02/2011,1,1111078,2.0,2011,3.6392426081409326,0.14017287324849723
6653,41020240,3.416,0.072,8.4,11.5,8.0,551.0,0.93,11.8,4.1,46.03285,70.0,-92.048540352891,44.3915939898764,05/02/2011,1,1111014,2.0,2011,3.416,0.072
6654,41020241,,,8.4,11.4,8.0,548.0,0.93,12.0,7.7,46.48,72.0,-92.0429057332451,44.3906466253642,05/02/2011,1,1111056,1.0,2011,3.542068798551412,0.10429627648283364
6655,41020242,,,8.3,11.7,7.0,550.0,0.44,11.2,3.5,47.22525,75.0,-92.0423147444406,44.3883909553081,05/02/2011,1,1111079,2.0,2011,3.583367733868075,0.11487622845159687
6656,41020243,,,7.4,11.1,7.0,311.0,0.55,9.0,1.2,30.3826,76.0,-92.0272806665007,44.3864633312655,05/02/2011,1,1111080,2.0,2011,1.5432718927434406,0.11604531545724009
6657,41020244,,,7.4,11.2,6.0,320.0,0.82,8.9,2.3,30.23355,75.0,-92.0197790329564,44.3845986221153,05/02/2011,1,1111067,2.0,2011,3.226072856268776,0.08677433772140707
6658,41020245,,,7.3,11.2,5.0,296.0,0.27,6.7,1.8,27.25255,77.0,-92.0216019128875,44.3882153993583,05/02/2011,1,1111112,3.0,2011,2.8361509639530533,0.09788565863351668
6659,41020247,,,8.5,13.2,7.0,551.0,0.43,11.5,2.6,53.48535,76.0,-91.9855896212106,44.3644937333095,05/03/2011,1,1111104,3.0,2011,2.693927405532899,0.12109577013487785
6660,41020248,,,8.5,12.4,6.0,550.0,0.15,10.6,0.54,50.80245,54.0,-92.0050085837596,44.36646513417,05/03/2011,1,1111082,2.0,2011,4.436548433167963,0.06618836487799934
6661,41020249,,,8.7,13.3,5.0,550.0,0.5,9.0,1.55,50.0572,86.0,-91.9980915935578,44.3673049563247,05/03/2011,1,1111114,3.0,2011,4.475803177389704,0.06688934245338755
6662,41020250,,,8.5,12.4,7.0,549.0,0.29,10.0,0.99,39.77275,81.0,-91.9986730135728,44.3700109233083,05/03/2011,1,1111081,2.0,2011,4.495408678101494,0.06723944068038382
6663,41020251,,,8.6,12.9,6.0,549.0,0.21,10.6,0.94,55.1249,75.0,-92.0155315524174,44.3751090681401,05/03/2011,1,1111113,3.0,2011,4.2468568406099525,0.06752889456409378
6664,41020252,,,8.4,12.3,7.0,551.0,1.05,10.2,4.1,49.461,79.0,-92.0179789460509,44.379631578034,05/03/2011,1,1111057,1.0,2011,2.889409453671015,0.09636799014089611
6665,41020253,,,8.2,12.0,6.0,504.0,1.34,10.5,6.0,48.8648,83.0,-92.0029354095614,44.3777006657756,05/03/2011,1,1111058,1.0,2011,3.2870256002275746,0.1971358708473788
6666,41020254,,,8.4,12.2,7.0,548.0,0.98,10.1,2.8,43.64805,71.0,-92.0029659618864,44.375900356166,05/03/2011,1,1111059,1.0,2011,3.617254274010034,0.16304694994265784
6667,41020255,2.496,0.071,8.0,11.8,6.0,375.0,0.14,9.8,0.65,37.68605,65.0,-91.9835206029212,44.3752788074527,05/03/2011,1,1111015,2.0,2011,2.496,0.071
6668,41020256,2.585,0.064,8.3,12.0,6.0,397.0,0.17,7.8,1.58,40.518,72.0,-91.9647666569569,44.3710590625021,05/03/2011,1,1111026,3.0,2011,2.585,0.064
6669,41020257,,,8.2,12.3,6.0,301.0,0.46,7.1,3.5,28.2959,92.0,-91.9658869302438,44.3787216609966,05/03/2011,1,1111068,2.0,2011,3.1734999999999998,0.0915
6670,41020258,,,8.7,12.6,6.0,374.0,0.15,9.1,1.36,35.59935,83.0,-91.9709624923496,44.3756164960602,05/03/2011,1,1111103,3.0,2011,2.6906347939149153,0.15430559349635295
6671,41020259,,,8.5,12.4,5.0,321.0,0.2,7.0,2.1,29.33925,89.0,-91.9740214697331,44.3801454548876,05/03/2011,1,1111102,3.0,2011,3.2331874654297352,0.09773863406538083
6672,41020260,2.151,0.081,8.5,12.4,5.0,300.0,0.26,6.7,2.2,23.67535,108.0,-91.9783361389681,44.384685567894,05/03/2011,1,1111024,3.0,2011,2.151,0.081
6673,41020261,,,8.7,12.4,6.0,321.0,0.22,8.6,1.52,29.63735,99.0,-91.9827294322587,44.3847247826053,05/03/2011,1,1111099,3.0,2011,1.1052111025500038,0.13806046433890143
6674,41020262,2.5,0.074,8.3,12.1,7.0,377.0,0.05,12.4,1.35,36.79175,78.0,-91.9865727730866,44.380257513906,05/03/2011,1,1111025,3.0,2011,2.5,0.074
6675,41020263,,,9.2,13.2,7.0,369.0,0.05,12.7,1.68,39.17655,72.0,-91.997210705495,44.3821519849258,05/03/2011,1,1111101,3.0,2011,2.056941758723374,0.264387646810563
6676,41020264,2.255,0.07,8.6,12.2,6.0,323.0,0.08,7.8,1.75,29.63735,83.0,-91.9889358501805,44.388831182695,05/03/2011,1,1111023,3.0,2011,2.255,0.07
6677,41020268,2.117,0.057,9.5,14.2,3.0,322.0,0.05,4.6,0.62,36.79175,62.0,-91.9945154329925,44.3929317262313,05/03/2011,1,1111035,3.0,2011,2.117,0.057
6678,41020269,,,9.2,13.1,5.0,296.0,0.24,7.2,1.67,30.6807,76.0,-91.9957218110993,44.3965434818161,05/03/2011,1,1111098,3.0,2011,2.765289352252116,0.1472031564785184
6679,41020270,,,9.4,13.4,4.0,274.0,0.31,6.0,1.11,28.44495,96.0,-92.001356192255,44.3974931714655,05/03/2011,1,1111097,3.0,2011,3.0423333286023904,0.1939999983975839
6680,41020271,,,9.3,12.1,4.0,150.0,0.06,3.1,1.21,12.94375,97.0,-92.0044491708571,44.4002210281589,05/03/2011,1,1111095,3.0,2011,1.780336034094663,0.10531740576915832
6681,41020272,1.079,0.053,8.6,11.0,4.0,94.0,0.18,1.7,1.09,5.0441,92.0,-92.0056666205191,44.4024823448076,05/03/2011,1,1111022,3.0,2011,1.079,0.053
6682,41020273,,,9.4,13.1,2.0,117.0,0.06,1.0,1.02,3.8517,102.0,-92.0005521966024,44.407839406725,05/03/2011,1,1111093,3.0,2011,2.371365809641384,0.13620527538708807
6683,41020274,,,8.6,10.8,3.0,94.0,0.21,1.3,1.62,5.19315,100.0,-91.9868665070565,44.3996162697825,05/03/2011,1,1111096,3.0,2011,1.2362322764416906,0.1450795689674929
6684,41020275,,,8.5,11.2,3.0,104.0,0.15,1.2,1.56,4.59695,116.0,-91.9843398389868,44.4004941131043,05/03/2011,1,1111094,3.0,2011,1.3454303967894838,0.1597980958943018
6685,41020276,,,10.4,14.9,12.0,358.0,0.06,19.1,1.01,62.72645,55.0,-92.0003716316743,44.3808292628818,05/03/2011,1,1111229,3.0,2011,2.7539081580707014,0.2521686398387977
6686,41020310,,,9.5,13.7,8.0,547.0,0.06,14.7,1.15,59.8945,52.0,-91.9540969623815,44.3358504881558,05/05/2011,1,1111107,3.0,2011,2.619414288134153,0.09164751170581632
6687,41020311,,,9.9,12.6,10.0,542.0,0.08,16.3,2.0,61.0869,56.0,-91.9541209641375,44.3345002666281,05/05/2011,1,1111115,3.0,2011,2.4039998664068594,0.1444999968619061
6688,41020312,,,9.3,12.9,8.0,548.0,0.13,14.5,2.1,57.65875,64.0,-91.9510417698351,44.3313209979365,05/05/2011,1,1111108,3.0,2011,3.6136412281527295,0.14522390486932277
6689,41020313,3.551,0.085,9.0,12.2,10.0,548.0,0.07,5.8,1.45,32.32025,63.0,-91.943638514653,44.3245005522028,05/05/2011,1,1111031,3.0,2011,3.551,0.085
6690,41020314,3.462,0.069,9.0,12.8,7.0,548.0,0.23,12.8,1.38,63.62075,67.0,-91.9379714852506,44.3257984419733,05/05/2011,1,1111030,3.0,2011,3.462,0.069
6691,41020315,,,8.8,12.8,7.0,525.0,0.87,11.9,2.9,56.0192,79.0,-91.9260343292481,44.3270372645285,05/05/2011,1,1111072,2.0,2011,4.1015,0.0985
6692,41020316,,,9.2,12.5,7.0,428.0,0.96,11.7,6.0,49.01385,74.0,-91.9234687522067,44.3301641441875,05/05/2011,1,1111063,1.0,2011,3.394,0.093
6693,41020317,2.644,0.073,9.4,12.1,7.0,372.0,0.64,12.0,6.1,41.56135,74.0,-91.9259111128565,44.3337883163717,05/05/2011,1,1111008,1.0,2011,2.644,0.073
6694,41020318,,,10.6,10.8,7.0,201.0,0.32,11.0,2.7,18.4586,78.0,-91.9258782478671,44.3355885954643,05/05/2011,1,1111062,1.0,2011,2.547488105424559,0.0831107699079034
6695,41020319,3.247,0.072,9.0,12.9,7.0,489.0,0.57,11.9,0.64,53.48535,64.0,-91.9328006112027,44.334303045021,05/05/2011,1,1111018,2.0,2011,3.247,0.072
6696,41020320,3.138,0.067,9.0,12.6,7.0,498.0,0.28,11.3,1.05,54.67775,68.0,-91.9365223354203,44.3365884943165,05/05/2011,1,1111036,3.0,2011,3.138,0.067
6697,41020321,3.512,0.074,8.8,13.1,7.0,535.0,0.78,12.8,5.1,58.7021,72.0,-91.9408957735267,44.3375294262071,05/05/2011,1,1111007,1.0,2011,3.512,0.074
6698,41020322,2.591,0.074,9.7,12.7,7.0,403.0,0.41,15.2,3.2,52.1439,66.0,-91.9364491082264,44.3406391334737,05/05/2011,1,1111017,2.0,2011,2.591,0.074
6699,41020323,,,10.0,10.4,9.0,199.0,0.97,14.7,3.7,19.50195,70.0,-91.9345758578012,44.3401715280732,05/05/2011,1,1111071,2.0,2011,2.1369999527501906,0.07850000046833511
6700,41020324,1.683,0.083,11.2,10.7,7.0,212.0,0.14,12.3,1.61,16.22285,72.0,-91.9339242595362,44.3415158877503,05/05/2011,1,1111029,3.0,2011,1.683,0.083
6701,41020325,,,9.6,13.0,7.0,408.0,0.37,12.6,0.86,49.1629,72.0,-91.9426395583787,44.3451980748264,05/05/2011,1,1111106,3.0,2011,3.8660247610698693,0.07618110410096847
6702,41020326,1.568,0.126,11.2,14.9,19.0,259.0,0.03,35.7,2.6,125.4765,33.0,-91.9288497502079,44.3446194346616,05/05/2011,1,1111028,3.0,2011,1.568,0.126
6703,41020330,2.525,0.117,13.2,11.9,4.0,317.0,0.27,9.7,0.48,10.1118,48.0,-91.930616708495,44.3509380370551,05/05/2011,1,1111027,3.0,2011,2.525,0.117
6704,41020331,,,10.5,10.0,7.0,153.0,0.6,12.9,1.35,12.4966,75.0,-91.9381273820723,44.3519084039267,05/05/2011,1,1111105,3.0,2011,1.9517565637498206,0.17851551025797913
6705,41020332,,,10.2,10.8,6.0,227.0,0.79,9.8,4.2,25.9111,82.0,-91.955426712435,44.3669227222354,05/05/2011,1,1111069,2.0,2011,2.040904183376565,0.1259653098915327
6706,41020333,2.109,0.063,10.2,12.0,5.0,310.0,0.74,10.0,6.4,35.1522,81.0,-91.9591115118684,44.3714578084133,05/05/2011,1,1111010,2.0,2011,2.109,0.063
6707,41020334,3.519,0.067,9.1,13.6,7.0,544.0,0.67,12.7,0.89,59.5964,66.0,-91.9631145447167,44.3579898739148,05/05/2011,1,1111016,2.0,2011,3.519,0.067
6708,41020338,3.502,0.069,9.3,14.1,7.0,544.0,0.79,13.6,1.06,65.8565,65.0,-91.9662749115379,44.3566680849744,05/05/2011,1,1111011,2.0,2011,3.502,0.069
6709,41020339,,,9.2,13.7,7.0,543.0,0.52,13.2,1.15,62.13025,67.0,-91.9612723313285,44.3557224073043,05/05/2011,1,1111083,2.0,2011,3.8669435219066584,0.18102864826760867
6710,41020340,,,10.2,13.3,7.0,403.0,0.59,12.4,1.16,50.6534,66.0,-91.9481956841408,44.3502009836983,05/05/2011,1,1111060,1.0,2011,3.9377897678253584,0.0585857864875014
6711,41020341,,,9.8,14.5,7.0,543.0,0.52,14.7,0.99,67.9432,62.0,-91.9558024758838,44.34576932019,05/05/2011,1,1111070,2.0,2011,3.9015439276997297,0.11032047347877542
6712,41020342,,,9.8,14.4,7.0,543.0,0.26,13.6,0.48,66.89985,48.0,-91.9508652192355,44.3412226105769,05/05/2011,1,1111061,1.0,2011,2.593016639803912,0.08721824583270849
6713,41020356,3.451,0.063,9.8,14.9,8.0,538.0,,10.7,8.4,59.5964,71.0,-91.9292673631072,44.32650043278,05/06/2011,1,M752.9Y,,2011,3.451,0.063
6714,41020357,3.47,0.064,9.4,13.9,7.0,519.0,,10.7,2.0,65.2603,75.0,-91.9253204334568,44.3276697591583,05/06/2011,1,M752.9M,,2011,3.47,0.064
6715,41020358,2.267,0.061,10.7,12.4,6.0,303.0,,10.9,6.8,42.3066,89.0,-91.9214975954724,44.3289031412753,05/06/2011,1,M752.9Z,,2011,2.267,0.061
6716,41020359,1.48,0.047,11.1,10.7,4.0,206.0,0.48,4.2,4.9,19.3529,108.0,-91.9650277809776,44.3797492094712,05/06/2011,1,M757.2Z,,2011,1.48,0.047
6717,41020360,1.202,0.059,10.7,9.9,5.0,112.0,,6.2,3.2,8.0251,92.0,-92.0841852655924,44.4101521483094,05/06/2011,1,CH00.1M,,2011,1.202,0.059
6718,41020361,3.488,0.06,9.8,16.0,6.0,541.0,,13.0,7.0,60.93785,74.0,-92.100457850966,44.4121000425779,05/06/2011,1,M764.3A,,2011,3.488,0.06
6719,41020362,3.357,0.044,12.2,17.8,5.0,513.0,,9.5,8.4,47.22525,77.0,-92.1340042423484,44.4232707508319,05/06/2011,1,M766.0I,,2011,3.357,0.044
6720,41020364,2.542,0.046,14.6,9.6,4.0,497.0,,5.7,7.5,13.9871,134.0,-92.1340042423484,44.4232707508319,05/17/2011,1,M766.0I,,2011,2.542,0.046
6721,41020366,2.655,0.043,14.8,9.0,4.0,517.0,,6.0,6.4,12.64565,150.0,-92.100457850966,44.4121000425779,05/17/2011,1,M764.3A,,2011,2.655,0.043
6722,41020367,1.633,0.055,13.8,7.9,4.0,265.0,0.39,5.6,4.2,6.8327,152.0,-91.9650277809776,44.3797492094712,05/17/2011,1,M757.2Z,,2011,1.633,0.055
6723,41020368,1.86,0.056,14.1,9.0,5.0,357.0,,7.6,6.5,10.26085,129.0,-91.9214975954724,44.3289031412753,05/17/2011,1,M752.9Z,,2011,1.86,0.056
6724,41020369,2.541,0.047,14.6,9.1,4.0,485.0,,6.2,2.4,15.1795,135.0,-91.9253204334568,44.3276697591583,05/17/2011,1,M752.9M,,2011,2.541,0.047
6725,41020370,2.599,0.045,14.8,9.1,5.0,510.0,,7.5,8.8,13.83805,142.0,-91.9292673631072,44.32650043278,05/17/2011,1,M752.9Y,,2011,2.599,0.045
6726,41020374,1.231,0.07,14.5,9.0,5.0,119.0,,7.2,3.1,11.75135,118.0,-92.0841852655924,44.4101521483094,05/17/2011,1,CH00.1M,,2011,1.231,0.07
6727,41020385,2.011,0.074,18.1,7.7,6.0,323.0,0.36,11.9,4.6,15.32855,93.0,-91.9650277809776,44.3797492094712,06/01/2011,1,M757.2Z,,2011,2.011,0.074
6728,41020386,2.406,0.079,18.1,8.0,8.0,346.0,,13.4,6.1,17.41525,87.0,-91.9214975954724,44.3289031412753,06/01/2011,1,M752.9Z,,2011,2.406,0.079
6729,41020387,3.838,0.086,17.6,8.3,9.0,486.0,,11.2,2.4,14.2852,82.0,-91.9253204334568,44.3276697591583,06/01/2011,1,M752.9M,,2011,3.838,0.086
6730,41020388,3.735,0.072,17.7,8.5,9.0,498.0,,11.6,8.8,14.13615,88.0,-91.9292673631072,44.32650043278,06/01/2011,1,M752.9Y,,2011,3.735,0.072
6731,41020389,1.145,0.073,18.4,9.1,5.0,132.0,,11.3,3.0,27.25255,104.0,-92.0841852655924,44.4101521483094,06/01/2011,1,CH00.1M,,2011,1.145,0.073
6732,41020390,3.352,0.073,17.5,8.1,9.0,492.0,,10.7,6.7,10.85705,90.0,-92.100457850966,44.4121000425779,06/01/2011,1,M764.3A,,2011,3.352,0.073
